,Unique_ID,C1,C2,C3,C4,C5,C6,C7,C8,N1,N8,N9,N24,N33,N34
12582,Candidate_30735,1,1,42,15,2,0,7,1,16.65,5,41,2000.0,100.0,177.39
12583,Candidate_54413,1,0,23,31,0,1,0,1,15.8,8,287,8816.666667,100.0,175.29
12584,Candidate_6495,1,2,7,1,5,0,7,0,31.99,2,30,1416.666667,40.0,87.1
12585,Candidate_7594,1,1,7,14,1,0,7,0,31.77,1,30,666.666667,50.0,108.57
12586,Candidate_31794,2,1,20,32,1,1,1,1,15.51,8,260,12083.33333,300.0,360.88
12587,Candidate_37774,1,1,10,29,1,0,4,1,10.29,6,157,2375.0,60.0,97.21
12588,Candidate_50491,1,0,0,31,0,0,0,1,32.95,0,0,3500.0,56.0,123.43
12589,Candidate_45371,1,7,26,12,2,1,4,1,25.75,2,86,2916.666667,120.0,240.95
12590,Candidate_22956,1,7,16,1,2,1,7,1,35.0,2,131,1916.0,24.0,25.6
12591,Candidate_18131,1,1,20,26,1,1,1,1,6.55,24,714,12083.33333,300.0,460.08
12592,Candidate_43398,1,6,5,12,2,0,6,1,24.44,3,18,6250.0,36.0,50.78
12593,Candidate_22764,2,13,23,15,1,1,1,1,28.7,7,1548,9583.333333,100.0,157.8
12594,Candidate_52299,1,4,7,1,2,1,2,1,14.85,10,525,5166.666667,140.0,242.14
12595,Candidate_26080,1,1,13,10,1,0,4,1,16.85,6,168,2833.333333,90.0,160.1
12596,Candidate_54422,1,2,6,1,2,0,2,1,31.25,13,1008,5000.0,80.0,172.56
12597,Candidate_30126,1,0,0,35,2,0,4,1,16.0,8,213,3000.0,20.0,35.16
12598,Candidate_2628,1,1,49,1,7,1,1,1,20.5,6,435,8666.666667,56.0,104.77
12599,Candidate_40720,1,1,2,12,2,0,4,1,19.9,8,275,2944.0,134.0,248.65
12600,Candidate_43519,1,0,10,1,2,1,4,1,20.0,3,112,2500.0,100.0,92.74
12601,Candidate_24770,1,3,30,1,2,1,1,1,9.2,3,25,9307.833333,148.0,236.01
12602,Candidate_35249,1,1,26,19,2,0,4,1,26.35,5,126,2500.0,60.0,121.43
12603,Candidate_19564,1,0,30,6,2,0,6,1,16.0,9,406,6250.0,240.0,421.88
12604,Candidate_3455,1,1,20,12,2,1,4,1,8.99,13,399,3416.666667,100.0,158.98
12605,Candidate_6867,3,1,5,1,5,0,7,1,20.64,5,106,1583.333333,80.0,371.76
12606,Candidate_46616,3,2,17,6,2,1,2,1,7.24,5,80,5666.666667,40.0,173.27
12607,Candidate_819,2,1,20,1,3,0,5,0,24.89,9,446,0.0,80.0,117.15
12608,Candidate_866,1,1,34,1,5,0,4,1,8.39,3,70,2750.0,210.0,330.92
12609,Candidate_4715,1,13,13,13,1,0,1,1,26.39,5,315,8416.666667,80.0,161.99
12610,Candidate_45420,1,3,23,1,2,1,2,1,16.0,5,275,5000.0,60.0,105.47
12611,Candidate_25921,1,7,5,1,2,1,2,1,35.0,4,201,4270.5,70.0,158.33
12612,Candidate_21654,1,1,18,1,2,0,4,1,18.0,5,186,2500.0,44.0,79.54
12613,Candidate_36141,1,1,13,13,2,1,1,1,9.25,17,831,8666.666667,180.0,287.25
12614,Candidate_23483,1,3,8,41,4,1,1,1,12.0,6,553,11000.0,500.0,830.36
12615,Candidate_24643,1,0,15,50,2,1,2,1,12.3,3,121,5000.0,100.0,166.79
12616,Candidate_49256,1,1,23,1,2,1,4,1,18.7,11,383,2833.333333,150.0,271.64
12617,Candidate_14579,1,1,14,10,4,0,1,0,31.77,9,235,8333.333333,80.0,173.71
12618,Candidate_49682,1,1,2,17,2,0,2,1,34.0,5,234,5583.333333,150.0,335.04
12619,Candidate_43613,1,1,47,0,1,1,4,1,31.77,6,347,3125.0,80.0,173.71
12620,Candidate_25553,1,1,3,41,1,1,2,1,26.99,5,92,5416.666667,60.0,122.46
12621,Candidate_26741,3,7,18,2,1,0,7,1,18.97,1,16,302.0,40.0,0.0
12622,Candidate_46793,1,0,3,41,2,0,4,1,11.59,3,70,3333.333333,100.0,165.09
12623,Candidate_16338,1,3,7,15,4,1,6,0,31.77,1,175,6250.0,70.0,151.99
12624,Candidate_4908,1,3,6,0,4,1,2,0,15.04,22,1568,5833.333333,192.0,332.98
12625,Candidate_9719,1,0,7,1,4,1,4,1,16.95,2,0,2500.0,100.0,178.14
12626,Candidate_28025,1,0,19,32,2,0,1,1,8.9,9,25,10833.33333,199.8,317.21
12627,Candidate_39756,3,7,22,7,1,1,6,1,7.35,12,439,6416.666667,130.0,563.47
12628,Candidate_3919,1,3,14,41,1,1,6,1,17.99,6,563,7733.333333,270.0,487.99
12629,Candidate_13409,1,1,9,1,2,1,2,1,14.81,6,174,4666.666667,85.0,146.93
12630,Candidate_4123,1,6,1,1,5,1,4,1,25.11,13,562,2583.333333,80.0,159.27
12631,Candidate_20138,1,7,19,41,1,0,1,1,14.85,4,185,8583.333333,230.0,397.81
12632,Candidate_24004,1,2,28,0,1,0,6,1,9.99,8,81,6333.333333,110.0,177.44
12633,Candidate_41119,1,2,34,10,1,1,2,1,9.99,11,564,4979.166667,240.0,387.15
12634,Candidate_3368,1,0,19,1,2,0,4,1,25.0,1,15,3500.0,76.0,151.09
12635,Candidate_6093,1,1,16,1,2,1,2,1,35.0,1,266,5833.333333,70.0,158.33
12636,Candidate_35187,1,7,22,19,2,0,4,1,28.99,3,99,2500.0,80.0,167.6
12637,Candidate_37979,1,0,2,1,2,0,2,1,9.0,7,366,5000.0,150.0,238.5
12638,Candidate_37370,1,0,2,40,2,1,1,1,15.43,8,218,11570.0,320.0,558.02
12639,Candidate_44696,1,0,33,41,2,0,4,1,13.9,7,359,3750.0,260.0,443.68
12640,Candidate_37776,1,1,10,6,2,1,1,1,14.2,16,686,8916.666667,140.0,214.32
12641,Candidate_34227,1,0,2,10,2,0,6,1,17.0,5,119,6250.0,62.5,111.41
12642,Candidate_46145,1,1,9,19,1,0,7,0,25.99,4,297,1000.0,40.0,80.57
12643,Candidate_18259,1,20,4,1,1,1,2,1,25.24,6,430,6166.666667,160.0,319.09
12644,Candidate_5235,1,3,2,1,2,0,4,1,35.0,6,330,2250.0,56.0,126.66
12645,Candidate_30216,1,0,0,1,0,0,0,1,20.0,0,0,1833.333333,20.0,37.16
12646,Candidate_12786,3,6,2,19,1,0,4,0,26.69,3,65,2122.75,110.0,527.26
12647,Candidate_15415,1,2,19,13,1,1,6,1,10.95,11,278,6666.666667,100.0,163.58
12648,Candidate_45497,1,7,19,19,1,1,1,1,31.99,14,428,12500.0,80.0,174.2
12649,Candidate_11442,1,7,19,10,1,0,4,1,30.99,0,0,2500.0,90.0,193.48
12650,Candidate_33024,1,0,0,32,2,1,6,1,3.45,5,70,7500.0,20.0,29.28
12651,Candidate_25014,1,7,4,7,1,0,4,1,31.99,2,15,2196.583333,40.0,87.1
12652,Candidate_29200,1,0,2,12,2,0,4,1,24.0,2,10,2856.0,51.0,74.76
12653,Candidate_748,1,0,3,41,2,1,2,1,13.0,5,498,5000.0,240.0,404.33
12654,Candidate_17275,1,1,23,1,1,1,7,1,23.24,0,0,1365.75,180.0,349.51
12655,Candidate_27022,1,0,4,1,2,1,2,1,19.0,8,426,4333.333333,200.0,366.56
12656,Candidate_51209,1,0,10,1,0,1,0,1,19.5,1,0,2916.666667,240.0,442.91
12657,Candidate_50631,1,3,10,1,2,1,3,0,33.87,15,852,0.0,50.0,111.5
12658,Candidate_39864,1,1,38,1,2,1,1,1,15.03,5,234,8750.0,160.0,273.47
12659,Candidate_23511,1,0,7,41,7,0,4,1,29.0,5,126,2476.416667,40.0,60.54
12660,Candidate_38025,1,1,30,1,1,0,4,1,31.77,11,400,3333.333333,80.0,173.71
12661,Candidate_35799,1,0,2,38,0,0,0,1,28.4,3,35,3583.333333,51.0,97.17
12662,Candidate_3631,1,0,0,18,2,1,1,1,17.99,3,16,9916.666667,200.0,361.47
12663,Candidate_959,1,0,0,0,2,0,6,1,15.1,9,553,7833.333333,200.0,347.14
12664,Candidate_3459,1,1,2,24,2,0,4,1,34.95,3,43,4108.833333,60.0,135.62
12665,Candidate_13471,1,3,38,0,2,0,6,1,14.8,6,54,6916.666667,24.0,0.0
12666,Candidate_43651,1,0,0,31,0,1,0,1,23.0,10,879,4083.333333,120.02,232.3
12667,Candidate_48187,1,0,0,6,0,1,0,1,17.0,9,350,6250.0,60.0,106.96
12668,Candidate_48526,1,1,16,1,1,0,2,1,18.99,14,599,4791.666667,300.0,549.76
12669,Candidate_24419,1,3,19,1,2,0,4,1,11.05,4,20,2600.0,30.0,49.14
12670,Candidate_41902,2,1,20,0,1,1,4,1,24.68,12,317,3583.333333,100.0,145.82
12671,Candidate_30755,1,1,26,1,5,0,2,1,25.66,8,369,5000.0,200.0,401.1
12672,Candidate_35863,1,7,34,19,1,1,7,1,25.99,3,123,1761.916667,80.0,161.14
12673,Candidate_7493,1,0,15,17,0,0,0,1,29.0,4,101,1750.0,20.0,41.91
12674,Candidate_27408,1,1,7,1,1,0,4,1,13.99,7,293,2408.833333,144.0,246.04
12675,Candidate_17746,1,6,8,34,1,0,4,1,11.1,9,95,2416.666667,100.0,163.93
12676,Candidate_381,1,0,7,1,7,0,4,1,25.0,2,122,3532.083333,80.0,159.04
12677,Candidate_53646,1,0,30,19,0,0,0,1,21.95,1,75,2500.0,120.02,229.03
12678,Candidate_21162,1,2,17,40,1,1,2,1,31.99,8,299,5000.0,80.0,174.2
12679,Candidate_15756,1,0,42,15,2,0,6,1,14.71,8,116,6770.833333,142.0,245.12
12680,Candidate_58,1,1,12,1,2,1,2,1,27.4,4,165,5416.666667,100.0,205.2
12681,Candidate_34057,1,5,6,1,2,0,2,1,35.0,9,153,4583.333333,40.0,90.47
12682,Candidate_36916,1,3,15,11,2,1,1,1,27.5,1,86,9666.666667,70.0,143.83
12683,Candidate_24295,1,2,15,42,2,1,2,1,16.2,5,90,4853.333333,100.0,176.28
12684,Candidate_35533,1,2,20,22,1,0,2,1,12.99,2,25,4583.333333,240.0,404.27
12685,Candidate_28059,1,0,1,1,7,1,1,1,9.0,21,492,8333.333333,72.0,113.2
12686,Candidate_36335,1,0,2,1,4,0,4,1,25.9,1,15,2916.666667,120.0,230.67
12687,Candidate_34196,1,6,12,0,2,0,2,1,31.76,6,563,4333.333333,60.0,130.26
12688,Candidate_10798,1,0,0,1,0,0,0,1,16.0,2,25,4000.0,300.0,527.36
12689,Candidate_49252,3,15,7,9,1,0,4,1,12.46,2,200,2500.0,60.0,267.19
12690,Candidate_20820,1,1,13,41,2,1,1,1,9.89,3,103,9125.0,360.0,579.88
12691,Candidate_2940,1,1,12,1,4,1,2,0,31.77,6,511,4166.666667,80.0,173.71
12692,Candidate_755,1,0,17,6,0,0,0,1,15.0,2,50,3333.333333,24.0,41.6
12693,Candidate_32456,1,2,13,0,1,1,6,1,26.99,5,104,6666.666667,50.0,102.05
12694,Candidate_13405,1,0,19,31,0,0,0,1,27.0,9,276,5166.666667,30.0,53.09
12695,Candidate_6743,1,7,21,38,1,1,4,1,24.52,12,380,3466.666667,150.0,296.3
12696,Candidate_52172,1,5,7,0,2,1,6,1,26.0,5,719,6250.0,100.0,201.45
12697,Candidate_23053,3,7,2,12,1,0,2,1,23.99,3,200,4333.333333,74.0,349.85
12698,Candidate_54550,1,0,0,31,0,0,0,1,15.75,2,22,5000.0,20.0,35.03
12699,Candidate_30211,1,1,9,24,1,1,2,1,8.99,3,112,5666.666667,150.0,238.46
12700,Candidate_12416,2,1,5,0,4,1,4,0,24.98,14,2091,2083.333333,260.0,381.41
12701,Candidate_24951,1,0,6,1,3,0,3,0,18.0,1,0,0.0,20.0,36.15
12702,Candidate_5776,1,2,19,2,2,0,2,1,35.0,0,0,4750.0,30.0,67.85
12703,Candidate_7197,1,0,0,10,0,0,0,1,22.0,2,20,1666.666667,51.0,97.39
12704,Candidate_46937,2,3,7,6,1,1,4,1,26.24,2,50,2916.666667,300.0,451.24
12705,Candidate_44505,2,7,5,9,1,1,4,1,31.65,12,397,3166.666667,80.0,133.5
12706,Candidate_27502,1,0,0,1,2,0,2,1,11.0,1,0,4166.666667,80.0,129.7
12707,Candidate_19959,1,1,6,19,6,0,7,1,8.5,6,49,833.333333,160.0,252.54
12708,Candidate_13876,1,1,2,1,1,0,4,1,20.99,6,181,3750.0,100.0,188.35
12709,Candidate_337,1,5,20,41,2,1,2,1,28.49,9,517,5833.333333,70.0,145.7
12710,Candidate_20505,1,1,1,29,1,1,2,1,17.34,5,321,6061.833333,270.0,483.6
12711,Candidate_20543,1,0,0,31,0,0,0,1,23.75,0,0,2316.666667,62.0,14.39
12712,Candidate_14349,1,6,25,1,2,0,2,1,19.0,3,233,4583.333333,34.0,62.32
12713,Candidate_17069,1,4,19,16,2,0,6,1,7.28,4,255,6333.333333,20.2,31.32
12714,Candidate_54533,1,0,5,12,0,0,0,1,17.0,11,341,3333.333333,200.0,356.53
12715,Candidate_13292,1,4,2,12,2,0,6,1,35.0,6,736,6250.0,59.0,130.33
12716,Candidate_36680,1,0,0,31,0,0,0,1,8.85,0,0,4166.666667,200.0,317.3
12717,Candidate_4896,1,7,3,1,2,0,4,1,35.0,1,0,3125.0,20.0,45.24
12718,Candidate_37693,1,1,2,15,2,1,6,1,15.0,10,1302,8166.666667,178.0,308.52
12719,Candidate_36340,1,0,0,14,0,0,0,1,25.0,1,0,1666.666667,100.0,198.8
12720,Candidate_53303,1,0,5,17,0,0,0,1,17.0,3,81,1916.666667,100.0,178.26
12721,Candidate_162,1,1,10,4,2,0,2,1,19.8,5,165,5700.0,100.0,185.31
12722,Candidate_43293,1,7,7,9,2,1,4,1,10.4,8,527,3000.0,40.0,64.91
12723,Candidate_15109,3,2,8,41,1,1,1,1,5.65,16,347,9500.0,70.0,300.67
12724,Candidate_40996,3,7,2,17,1,0,7,1,12.46,9,294,3.75,200.0,721.17
12725,Candidate_28644,1,1,44,35,1,0,7,1,25.52,4,88,833.333333,200.0,400.35
12726,Candidate_53451,1,0,9,1,0,0,0,1,16.7,6,301,3333.333333,24.0,42.6
12727,Candidate_54687,2,1,2,1,3,0,5,0,30.27,3,512,0.0,160.0,260.16
12728,Candidate_51533,1,0,7,29,2,1,4,1,14.25,5,146,3291.666667,220.0,377.29
12729,Candidate_26821,1,1,38,19,1,0,4,1,29.99,5,176,3916.666667,70.0,148.56
12730,Candidate_36583,1,0,11,29,2,1,2,1,24.75,23,1733,5333.333333,250.0,495.35
12731,Candidate_34615,2,1,12,38,1,0,4,1,20.24,4,99,3500.0,120.0,159.77
12732,Candidate_2185,1,1,17,1,2,1,4,1,35.0,8,430,2666.666667,60.0,135.71
12733,Candidate_37256,1,0,12,1,0,1,0,1,9.49,6,191,10416.66667,279.98,448.36
12734,Candidate_10005,1,0,5,0,0,1,0,1,23.0,9,956,7083.333333,300.0,580.65
12735,Candidate_23389,1,1,19,1,2,1,4,1,23.0,8,720,2666.666667,70.0,135.48
12736,Candidate_25235,3,2,2,10,1,1,6,1,6.28,7,151,7500.0,40.0,172.39
12737,Candidate_18060,1,1,26,1,4,0,4,0,31.0,2,75,3333.333333,50.0,107.5
12738,Candidate_2139,1,0,2,1,4,1,1,1,24.0,6,152,8333.333333,300.0,588.49
12739,Candidate_37402,1,3,2,10,1,1,4,1,29.69,9,601,2500.0,80.0,169.13
12740,Candidate_12487,1,0,10,1,2,1,4,1,10.0,5,50,2833.166667,220.0,354.94
12741,Candidate_14327,1,0,11,1,6,0,7,1,8.0,5,230,1250.0,101.5,159.03
12742,Candidate_12059,1,1,3,12,2,0,2,1,20.1,12,519,4333.333333,30.0,55.82
12743,Candidate_43117,1,7,14,6,4,0,4,0,25.74,6,385,2500.0,200.0,401.52
12744,Candidate_38382,1,0,0,1,2,1,1,1,13.3,6,338,10000.0,20.0,33.84
12745,Candidate_15679,1,2,2,3,1,1,6,1,20.99,7,495,7916.666667,300.0,565.05
12746,Candidate_13329,1,0,0,48,6,0,4,1,14.84,6,660,2583.333333,30.0,51.88
12747,Candidate_33542,1,0,3,0,2,0,2,1,17.0,13,685,6066.666667,60.0,106.96
12748,Candidate_21053,1,3,12,66,2,1,1,1,13.75,14,261,23750.0,400.0,681.13
12749,Candidate_39946,1,1,45,0,2,0,6,1,10.4,6,859,6700.75,100.0,162.28
12750,Candidate_35021,1,1,5,1,2,1,6,1,10.45,24,1171,6666.666667,40.0,64.96
12751,Candidate_6624,1,2,13,2,2,1,2,1,8.43,6,139,4500.0,60.0,94.61
12752,Candidate_44222,1,3,2,30,2,1,6,1,10.5,9,350,6250.0,160.0,260.02
12753,Candidate_17957,1,1,1,16,1,0,6,1,24.87,4,676,6833.333333,100.0,198.46
12754,Candidate_43455,1,1,23,50,1,1,4,1,31.77,3,246,2300.0,70.0,151.99
12755,Candidate_7637,1,0,34,0,2,1,4,1,19.26,4,66,3466.666667,80.0,147.15
12756,Candidate_19941,1,3,26,6,1,1,4,1,22.87,3,76,3041.666667,120.0,231.85
12757,Candidate_37222,1,10,2,52,1,0,7,0,21.99,4,74,1250.0,120.0,229.11
12758,Candidate_5135,1,1,12,1,2,1,6,1,22.0,12,1476,6875.0,300.0,572.86
12759,Candidate_7397,1,0,0,1,2,0,3,0,17.5,10,20,0.083333,85.0,152.58
12760,Candidate_39330,1,0,28,1,0,1,0,1,12.95,10,727,7500.0,100.0,114.7
12761,Candidate_50918,1,0,0,2,0,0,0,1,29.0,6,289,2666.666667,240.0,502.87
12762,Candidate_7194,1,3,1,1,3,0,5,0,26.99,5,30,0.0,110.0,224.51
12763,Candidate_21818,3,6,1,2,2,1,4,1,6.09,6,113,2250.0,60.0,258.32
12764,Candidate_10229,1,6,12,0,2,0,2,1,19.49,3,125,5166.666667,70.0,129.16
12765,Candidate_3331,1,0,8,1,4,1,2,1,13.45,16,1739,5732.5,240.0,406.93
12766,Candidate_33952,1,0,23,8,2,1,4,1,17.49,7,210,3750.0,182.0,290.91
12767,Candidate_1910,1,0,5,1,2,1,2,1,21.9,4,293,7258.083333,400.0,762.77
12768,Candidate_1311,1,1,8,0,2,0,4,1,35.0,5,91,3416.666667,60.0,135.71
12769,Candidate_39855,1,1,13,0,2,1,2,1,35.0,5,30,4583.333333,100.0,226.18
12770,Candidate_11543,1,3,17,16,2,0,4,1,31.52,10,338,3583.333333,40.0,86.58
12771,Candidate_28392,2,1,19,38,1,1,2,1,29.69,3,203,5000.0,80.0,128.65
12772,Candidate_13607,1,0,7,4,2,0,4,1,24.0,4,60,3137.083333,20.0,39.23
12773,Candidate_18551,1,2,22,17,2,0,2,1,14.0,2,95,4291.666667,24.0,41.01
12774,Candidate_25950,1,1,12,50,1,0,6,1,31.77,5,175,7083.333333,80.0,173.71
12775,Candidate_31254,1,7,24,1,1,0,2,1,31.77,1,3,5416.666667,70.0,151.99
12776,Candidate_20168,2,1,24,13,1,0,4,1,25.79,4,300,3921.333333,240.0,357.8
12777,Candidate_3175,1,1,11,19,2,0,2,1,25.0,7,569,5500.0,39.9,79.32
12778,Candidate_20810,1,1,13,12,1,0,4,1,31.77,12,602,2458.333333,64.0,138.97
12779,Candidate_43090,3,7,5,32,1,1,2,1,24.99,10,601,5349.5,40.0,190.08
12780,Candidate_15522,3,7,8,13,1,1,1,1,14.99,10,2257,9166.666667,40.0,180.51
12781,Candidate_45022,1,6,3,42,2,0,4,1,22.55,3,152,2600.0,100.0,192.38
12782,Candidate_54807,1,0,3,31,0,1,0,1,15.0,0,0,4214.0,120.0,207.99
12783,Candidate_21793,1,0,0,16,2,0,4,1,17.0,0,0,2500.0,20.0,0.0
12784,Candidate_52311,1,0,34,17,0,0,0,1,20.0,7,35,2500.0,20.0,37.16
12785,Candidate_30939,1,1,13,41,1,0,1,1,18.64,10,514,9000.0,500.0,911.86
12786,Candidate_25898,1,2,44,30,2,1,1,1,9.2,7,86,9166.666667,100.0,159.46
12787,Candidate_49113,1,1,23,1,2,1,2,1,10.0,16,324,5000.0,140.0,225.87
12788,Candidate_28155,1,10,19,12,1,0,4,0,31.77,12,375,2500.0,72.0,156.34
12789,Candidate_53740,1,0,2,8,2,0,2,1,23.5,7,518,4333.333333,55.0,107.17
12790,Candidate_16009,1,1,20,1,2,0,4,1,27.28,8,323,3166.666667,40.0,81.95
12791,Candidate_7126,1,3,14,23,2,1,4,1,35.0,4,77,2666.666667,60.0,135.71
12792,Candidate_30087,1,0,2,41,0,0,0,1,16.24,7,708,3500.0,100.0,176.38
12793,Candidate_49584,1,4,7,1,2,0,4,1,12.0,5,161,4160.0,60.0,99.64
12794,Candidate_51803,1,0,0,31,0,0,0,1,31.25,0,0,9166.666667,58.0,125.1
12795,Candidate_1113,2,1,46,1,1,0,4,1,18.45,3,103,2166.666667,200.0,256.39
12796,Candidate_18799,1,0,42,58,3,0,5,1,8.03,3,20,833.333333,40.0,62.7
12797,Candidate_34034,1,1,2,0,2,1,1,1,17.0,17,873,25000.0,300.0,534.79
12798,Candidate_51079,2,1,1,16,1,0,2,1,30.49,10,343,5000.0,200.0,326.55
12799,Candidate_32816,1,3,15,1,2,0,4,1,15.05,7,62,3666.666667,100.0,173.45
12800,Candidate_49789,1,1,1,12,1,1,6,1,23.1,7,171,6250.0,300.0,581.43
12801,Candidate_16267,1,1,12,40,2,1,6,1,26.35,5,251,6833.333333,70.0,141.67
12802,Candidate_26068,1,1,13,1,2,0,2,0,16.9,9,981,4291.666667,20.0,35.6
12803,Candidate_33880,1,0,0,31,0,0,0,1,8.6,4,163,7500.0,130.0,205.49
12804,Candidate_52022,1,0,19,1,0,0,0,1,29.0,1,0,2083.333333,70.0,146.67
12805,Candidate_21509,1,1,1,4,2,0,4,1,26.45,4,216,3516.666667,150.0,218.64
12806,Candidate_3130,1,0,0,10,2,0,1,1,15.0,6,165,10416.66667,500.0,866.63
12807,Candidate_43311,1,0,0,31,0,1,0,1,8.94,6,182,7000.0,100.0,158.86
12808,Candidate_32023,2,1,2,35,1,0,4,1,23.98,4,35,2125.0,300.0,431.35
12809,Candidate_13027,1,0,0,0,0,0,0,1,23.5,3,15,3583.333333,31.0,57.37
12810,Candidate_36608,1,1,5,41,2,1,6,1,8.1,8,156,6866.666667,100.0,156.91
12811,Candidate_4280,1,0,5,0,2,1,4,1,29.0,1,20,3083.333333,62.0,129.91
12812,Candidate_2680,1,1,5,1,1,0,4,1,31.49,4,80,3583.333333,120.0,259.63
12813,Candidate_43154,1,7,10,17,4,0,4,0,35.0,5,55,2500.0,20.0,45.24
12814,Candidate_6649,1,0,5,38,2,0,4,1,20.0,2,21,3333.333333,144.5,268.51
12815,Candidate_53462,1,2,4,16,2,1,2,1,19.26,10,670,5833.333333,200.0,367.88
12816,Candidate_7822,2,1,6,19,1,0,4,1,33.04,11,67,2250.0,40.0,68.49
12817,Candidate_37334,2,1,37,29,1,1,1,1,15.51,18,506,8583.333333,126.0,151.57
12818,Candidate_2430,1,1,23,7,1,1,4,1,31.77,5,241,2916.666667,60.0,130.28
12819,Candidate_50160,1,0,19,5,2,0,6,1,26.98,0,0,7601.333333,200.0,408.14
12820,Candidate_41790,1,7,3,19,6,0,7,0,18.5,5,443,1250.0,20.0,36.4
12821,Candidate_11169,1,1,26,1,3,0,5,0,15.99,1,41,0.0,40.0,70.3
12822,Candidate_29805,1,1,28,41,1,1,2,1,31.77,3,108,5166.666667,80.0,173.71
12823,Candidate_43639,1,7,7,19,2,1,6,1,19.0,10,688,6250.0,40.0,73.31
12824,Candidate_14589,1,2,13,1,5,1,1,1,22.72,9,619,8833.333333,80.0,154.26
12825,Candidate_11141,1,5,30,16,2,1,2,1,34.99,12,102,5416.666667,20.0,45.23
12826,Candidate_3765,1,7,20,18,1,0,4,1,25.75,6,71,3662.916667,70.0,140.55
12827,Candidate_39865,1,0,26,0,2,1,2,1,10.0,3,48,4166.666667,80.0,129.07
12828,Candidate_31881,1,1,2,9,1,0,7,1,25.99,3,35,1666.666667,100.0,201.43
12829,Candidate_8187,1,0,19,54,0,0,0,1,21.0,6,177,3750.0,140.0,263.73
12830,Candidate_46034,1,1,16,13,2,1,2,1,20.0,4,50,4250.0,170.0,315.89
12831,Candidate_20927,1,6,25,1,1,1,6,1,22.87,4,228,7692.0,70.0,135.25
12832,Candidate_48113,1,0,0,31,0,0,0,1,17.85,2,25,3750.0,90.0,162.35
12833,Candidate_17030,1,1,20,1,2,0,4,1,35.0,3,84,2333.333333,60.0,135.71
12834,Candidate_45715,1,0,2,41,2,0,1,1,18.0,1,15,9833.333333,75.5,136.48
12835,Candidate_40553,1,1,3,13,2,1,2,1,13.4,16,956,5250.0,60.0,101.66
12836,Candidate_18835,1,1,7,4,2,0,2,1,14.3,9,482,4416.666667,80.0,137.29
12837,Candidate_40921,1,5,19,1,3,1,5,0,8.5,6,57,0.0,29.0,45.77
12838,Candidate_30969,1,1,2,4,2,0,4,1,31.25,6,271,3750.0,80.0,172.56
12839,Candidate_42210,1,3,2,41,2,1,1,1,16.75,6,731,10000.0,400.0,710.57
12840,Candidate_4288,1,0,2,41,2,1,1,1,29.0,7,115,11500.0,500.0,1047.64
12841,Candidate_37467,1,0,0,52,0,0,0,1,22.2,3,35,4000.0,200.04,383.02
12842,Candidate_54945,1,0,51,0,2,0,4,1,29.0,7,50,2500.0,80.0,167.62
12843,Candidate_21513,1,1,35,10,2,1,1,1,35.0,11,997,9583.333333,40.0,90.47
12844,Candidate_32633,1,19,20,0,1,0,2,1,25.24,12,639,5000.0,80.0,159.55
12845,Candidate_31943,1,1,7,0,2,1,2,1,16.0,17,2277,5333.333333,180.0,316.41
12846,Candidate_1894,1,13,13,16,1,1,2,1,31.77,8,301,4416.666667,60.0,130.28
12847,Candidate_21149,1,0,43,11,2,0,4,1,17.5,0,0,2416.666667,40.0,71.8
12848,Candidate_14472,1,1,7,1,1,1,2,1,10.89,3,254,6083.333333,260.0,424.93
12849,Candidate_10881,1,1,7,1,1,0,4,1,25.99,7,333,4078.583333,150.0,302.14
12850,Candidate_1225,1,0,0,40,2,1,6,1,13.5,4,15,7500.0,500.0,848.38
12851,Candidate_27529,1,0,5,17,2,0,2,1,15.0,4,193,4537.416667,280.0,485.31
12852,Candidate_27706,1,7,11,35,2,1,4,1,21.99,6,605,4049.5,70.0,133.65
12853,Candidate_15827,1,0,6,1,4,0,3,0,16.0,11,891,0.0,199.74,351.11
12854,Candidate_45720,2,3,20,4,1,0,4,1,20.85,8,151,3208.333333,260.0,350.6
12855,Candidate_3360,1,7,30,1,1,1,4,1,24.92,5,246,3333.333333,80.0,158.87
12856,Candidate_45860,1,1,19,41,2,1,6,1,27.25,5,204,6425.0,100.0,204.8
12857,Candidate_30601,1,0,5,1,2,0,2,1,14.0,18,1222,3692.0,140.0,239.24
12858,Candidate_13120,1,1,30,1,2,0,4,1,33.5,8,228,2927.333333,20.0,44.39
12859,Candidate_1399,1,2,29,1,2,1,4,1,25.74,9,452,3750.0,140.0,281.07
12860,Candidate_10388,2,3,14,7,1,1,2,1,15.1,4,213,4666.666667,200.0,238.42
12861,Candidate_54794,1,0,2,1,0,1,0,1,28.0,0,0,7083.333333,160.0,330.91
12862,Candidate_19037,1,6,13,35,2,0,4,1,20.0,3,233,2750.0,20.0,37.16
12863,Candidate_42111,1,1,2,13,1,0,2,1,14.49,5,285,6083.333333,240.0,412.99
12864,Candidate_44555,1,0,1,1,2,0,2,1,13.4,5,519,4916.25,300.0,505.15
12865,Candidate_42082,1,2,38,6,1,1,2,1,31.34,7,486,4583.333333,80.0,172.76
12866,Candidate_50931,1,1,5,1,4,0,7,0,15.5,2,0,1916.666667,170.0,296.74
12867,Candidate_31172,1,0,5,30,2,1,2,1,13.0,3,41,4750.0,60.02,101.12
12868,Candidate_50514,1,0,36,0,0,1,0,1,20.0,9,229,3833.333333,40.0,74.33
